caseref;category;type;country;q;responsible;dead;expire_date;alt_ref;notes;parent_caseref;parent_country;container_caseref;container_country;title;title_official;abstract;description;client_name;client_ref;applicant1_name;applicant2_name;inventor1_name;inventor1_company;inventor2_name;inventor2_company;inventor3_name;inventor3_company;inventor4_name;inventor4_company;inventor5_name;inventor5_company;inventor6_name;inventor6_company;inventor7_name;inventor7_company;inventor8_name;inventor8_company;inventor9_name;inventor9_company;agent_name;agent_ref;filing_date;filing_number;priority_date;priority_country;priority_number;publication_date;publication_number;grant_date;grant_number;entry_date;examination_date;
41090106;;;US;;fz.ye;0;19/3/2028;;;011398.00117\US;;;;User Action Remote Control;;;The present invention supports the control of a plurality of controlled devices. With three dimensional accelerometer components, detection of a user action on a remote controller and the orientation of the remote controller are viable through small electronic devices. Aspects of the invention are based on the three dimensional accelerometer components to provide a remote controller that can detect the user action. Based on the user action, the remote controller transmits a signal to the controlled device which conveys the corresponding command. A selected controlled device may be matched to the remote controller. The remote controller and controlled device may also support a learning mode, in which the controlled device sends a list of supported commands to the remote controller. The remote controller then matches an associated action with each command in the command list.;Computime Ltd;;;;HA Wai-Leung;;LEI Kairy Kai;;QIAN Gordon;;;;;;;;;;;;;;Banner & Witcoff ;011398.00117\US;6/12/2016;15/370777;;;;4/5/2017;US 20170123515 A1;28/12/2021;11209913;;;
41090106;;;US;;fz.ye;0;3/10/2032;;;011398.00047\US;;;;User Action Remote Control;;;The present invention supports the control of a plurality of controlled devices. With three dimensional accelerometer components, detection of a user action on a remote controller and the orientation of the remote controller are viable through small electronic devices. Aspects of the invention are based on the three dimensional accelerometer components to provide a remote controller that can detect the user action. Based on the user action, the remote controller transmits a signal to the controlled device which conveys the corresponding command. A selected controlled device may be matched to the remote controller. The remote controller and controlled device may also support a learning mode, in which the controlled device sends a list of supported commands to the remote controller. The remote controller then matches an associated action with each command in the command list.;Computime Ltd;;;;HA Wai-Leung;;LEI Kairy Kai;;QIAN Gordon;;;;;;;;;;;;;;Banner & Witcoff ;011398.00047\US;19/3/2008;12/051618;;;;24/9/2009;US 20090241052 A1;6/12/2016;9513718;;;
41090106;;;US;;fz.ye;1;;;;011398.00222\US;;;;User Action Remote Control;;;The present invention supports the control of a plurality of controlled devices. With three dimensional accelerometer components, detection of a user action on a remote controller and the orientation of the remote controller are viable through small electronic devices. Aspects of the invention are based on the three dimensional accelerometer components to provide a remote controller that can detect the user action. Based on the user action, the remote controller transmits a signal to the controlled device which conveys the corresponding command. A selected controlled device may be matched to the remote controller. The remote controller and controlled device may also support a learning mode, in which the controlled device sends a list of supported commands to the remote controller. The remote controller then matches an associated action with each command in the command list.;Computime Ltd;;;;HA Wai-Leung;;LEI Kairy Kai;;QIAN Gordon;;;;;;;;;;;;;;;011398.00222\US;23/11/2021;17/533501;;;;17/3/2022;20220083155;;;;;
96099941;;;US;;fz.ye;0;;;;CPT00008-US;;;;Wireless Communication between HVAC Device and Smart Home System;;;A device in the home is connected to a home control system that includes a control system device in the home and one or more servers outside of the home. A device identifier of a device in a home is discovered using a mobile application of a mobile device when the mobile device is in the home. The device is configured to communicate wirelessly via a first protocol of one or more protocols. The device identifier is sent to a control system device in the home using the mobile application. The device identifier is sent through one or more servers in communication with the control system device using a wireless duplex server communication protocol. A control device identifier and an encryption key of the control system device are sent to the device using the mobile application using the first protocol when the mobile device is in the home.;Computime Ltd;;;;CHAN Chi Lung ;;;;;;;;;;;;;;;;;;Kasha Law LLC;CPT00008-US;25/11/2024;18/958184;;;;2/10/2025;20250305701;;;;;
;UM;;CN;;fz.ye;0;;;;;;;;一种RBC双扭力自动打螺丝机;;;一种RBC双扭力自动打螺丝机;金宝通电子（深圳）有限公司;;;;刘玉波;;梁中伟;;;;;;;;;;;;;;;;深圳市朝闻专利代理事务所(普通合伙);;11/3/2025;2025204111401 ;;;;;CN223833907U;27/1/2026;2025204111401 ;;;
;UM;;CN;;fz.ye;0;;;;;;;;一种便于SPD13自动分板装置;;;一种便于SPD13自动分板装置;金宝通电子（深圳）有限公司;;;;黄晓鹏;;刘玉波;;贺凤冬 ;;邓斌;;;;;;;;;;;;深圳市朝闻专利代理事务所(普通合伙);;5/2/2025;202520180021X;;;;;;;;;;
;UM;;CN;;fz.ye;0;;;;;;;;一种双头自动打螺丝装置;;;一种双头自动打螺丝装置;金宝通电子（深圳）有限公司;;;;刘玉波 ;;梁中伟;;;;;;;;;;;;;;;;深圳市朝闻专利代理事务所(普通合伙);;18/3/2025;2025204735602 ;;;;;;;;;;
;PAT;;CN;;fz.ye;0;;;;;;;;一种可调节的灌溉装置;;;一种可调节的灌溉装置;金宝通电子（深圳）有限公司;;;;梁宋祥;;周鹏;;凌劲松;;屈文义;;;;;;;;;;;;深圳市朝闻专利代理事务所(普通合伙);;11/3/2024;202410273239X;;;;;CN117958117A;;;;;
;PAT;;CN;;fz.ye;0;;;;;;;;一种多头半桥电磁炉功率和温度控制系统及电磁炉;;;一种多头半桥电磁炉功率和温度控制系统及电磁炉;金宝通电子（深圳）有限公司;;;;周建华;;周芳平;;陈泽洪;;屈文义;;武振峰;;卢燕勇;;;;;;;;深圳市朝闻专利代理事务所(普通合伙);;26/6/2025;2025108721482 ;;;;;CN120676488A;;;;;
;UM;;CN;;fz.ye;0;16/11/2026;;;;;;;一种应用于电磁炉控制板的自动测试设备;;;一种应用于电磁炉控制板的自动测试设备;金宝通电子（深圳）有限公司;;;;黄晓鹏;;陈明剑;;刘玉波;;吴斌;;;;;;;;;;;;深圳市朝闻专利代理事务所(普通合伙);;14/10/2024;2024224805590 ;;;;;CN223264309U;26/8/2025;2024224805590 ;;;
;UM;;CN;;fz.ye;0;18/1/2027;;;;;;;一种弹片组装检测机构;;;一种弹片组装检测机构;金宝通电子（深圳）有限公司;;;;黄晓鹏;;刘玉波;;贺凤冬 ;;邓斌;;;;;;;;;;;;深圳市朝闻专利代理事务所(普通合伙);;16/12/2024;2024230919758 ;;;;;CN223571386U;21/11/2025;2024230919758 ;;;
;UM;;CN;;fz.ye;0;;;;;;;;一种旋转式PCB烤箱;;;一种旋转式PCB烤箱;金宝通电子（深圳）有限公司;;;;黄晓鹏;;刘玉波;;李勇;;;;;;;;;;;;;;深圳市朝闻专利代理事务所(普通合伙);;16/12/2024;2024230920083 ;;;;;;;;;;
;UM;;CN;;fz.ye;0;;;;;;;;一种桌面式简易AOI视觉检测设备;;;一种桌面式简易AOI视觉检测设备;金宝通电子（深圳）有限公司;;;;郑天祥 ;;卫红振 ;;彭海波;;;;;;;;;;;;;;深圳市朝闻专利代理事务所(普通合伙);;11/11/2024;2024227332620 ;;;;;;;;;;
;PAT;;CN;;fz.ye;0;;;;;;;;一种模块化的电动车辆充电器外壳系统及连接方法;;;一种模块化的电动车辆充电器外壳系统及连接方法;金宝通电子（深圳）有限公司;;;;岑伟贤;;何志诚;;;;;;;;;;;;;;;;深圳市朝闻专利代理事务所(普通合伙);;19/6/2024;2024107902039 ;;;;;CN118977593A;;;;;
;UM;;CN;;fz.ye;0;;;;;;;;一种洗衣机电路板的功能检测架;;;一种洗衣机电路板的功能检测架;金宝通电子（深圳）有限公司;;;;张玉超 ;;何凤 ;;朱石林;;;;;;;;;;;;;;深圳市朝闻专利代理事务所(普通合伙);;11/2/2025;2025202098690 ;;;;;CN223926565U;17/2/2026;2025202098690 ;;;
;UM;;CN;;fz.ye;0;;;;;;;;一种温控器读数自动采集装置;;;一种温控器读数自动采集装置;金宝通电子（深圳）有限公司;;;;黎致检;;张玉超;;王彪;;;;;;;;;;;;;;深圳市朝闻专利代理事务所(普通合伙);;14/8/2024;2024219622299 ;;;;;;;;;;
;PAT;;CN;;fz.ye;0;;;;;;;;一种灌溉控制器安装结构;;;一种灌溉控制器安装结构;金宝通电子（深圳）有限公司;;;;梁宋祥;;周鹏;;凌劲松;;屈文义;;;;;;;;;;;;深圳市朝闻专利代理事务所(普通合伙);;11/3/2024;2024102731518 ;;;;;CN118215242A;;;;;
;PAT;;CN;;fz.ye;0;;;;;;;;一种用于传送电动汽车充电器可用的实时电流的方法及系统;;;一种用于传送电动汽车充电器可用的实时电流的方法及系统;金宝通电子（深圳）有限公司;;;;张锦添;;陈亮言;;谭沛强;;;;;;;;;;;;;;深圳市朝闻专利代理事务所(普通合伙);;29/7/2024;2024110240058 ;;;;;CN119189777A;;;;;
;UM;;CN;;fz.ye;0;;;;;;;;一种用于生产线上插件质量检测的检测设备;;;一种用于生产线上插件质量检测的检测设备;金宝通电子（深圳）有限公司;;;;郑天祥 ;;卫红振 ;;彭海波;;高峰;;;;;;;;;;;;深圳市朝闻专利代理事务所(普通合伙);;11/11/2024;202422733049X;;;;;;;;;;
;PAT;;CN;;fz.ye;0;;;;;;;;一种用于电动汽车充电器插座的锁定系统及机构;;;一种用于电动汽车充电器插座的锁定系统及机构;金宝通电子（深圳）有限公司;;;;岑伟贤;;何志诚;;;;;;;;;;;;;;;;深圳市朝闻专利代理事务所(普通合伙);;10/2/2025;2025101450047 ;;;;;CN120049240A;;;;;
;PAT;;CN;;fz.ye;0;;;;;;;;一种用于集成室内空调控制器和加热系统恒温器的控制器系统;;;一种用于集成室内空调控制器和加热系统恒温器的控制器系统;金宝通电子（深圳）有限公司;;;;陈志龙 ;;苏志明;;;;;;;;;;;;;;;;深圳市朝闻专利代理事务所(普通合伙);;14/3/2025;2025103011078 ;;;;;CN120313172A;;;;;
;UM;;CN;;fz.ye;0;;;;;;;;一种电动工具电池包组控制板自动测试设备;;;一种电动工具电池包组控制板自动测试设备;金宝通电子（深圳）有限公司;;;;黄晓鹏;;龙远刚;;刘玉波;;贺凤冬;;;;;;;;;;;;深圳市朝闻专利代理事务所(普通合伙);;1/11/2024;2024226591007 ;;;;;;;;;;
;PAT;;CN;;fz.ye;0;;;;;;;;一种电磁炉的功率输出控制系统及方法;;;一种电磁炉的功率输出控制系统及方法;金宝通电子（深圳）有限公司;;;;卢燕勇;;周建华;;周芳平;;屈文义;;丁大波;;;;;;;;;;深圳市朝闻专利代理事务所(普通合伙);;12/7/2024;2024109332260 ;;;;;CN118640500A;;;;;
;PAT;;CN;;fz.ye;0;;;;;;;;一种电磁烹饪器具;;;一种电磁烹饪器具;金宝通电子（深圳）有限公司;;;;武振峰;;屈文义;;何志誠;;周建华;;周芳平;;;;;;;;;;深圳市朝闻专利代理事务所(普通合伙);;18/9/2025;2025113347691 ;;;;;CN121162944A;;;;;
